/cdc1200/nacl/8800_160/0.0V/run000 n_frames=50
/cdc1200/nacl/8800_160/0.0V/run001 n_frames=52
/cdc1200/nacl/8800_160/0.0V/run002 n_frames=50
/cdc1200/nacl/8800_160/0.0V/run003 n_frames=10
/cdc1200/nacl/8800_160/0.0V/run004 n_frames=50
/cdc1200/nacl/8800_160/0.0V/run005 n_frames=50
/cdc1200/nacl/8800_160/0.0V/run006 n_frames=50
/cdc1200/nacl/8800_160/0.0V/run007 n_frames=50
/cdc1200/nacl/8800_160/0.0V/run008 n_frames=50
/cdc1200/nacl/8800_160/0.0V/run009 n_frames=50
/cdc1200/nacl/8800_160/0.0V/run010 n_frames=50
/cdc1200/nacl/8800_160/0.0V/run011 n_frames=50
/cdc1200/nacl/8800_160/0.0V/run012 n_frames=50
/cdc1200/nacl/8800_160/0.0V/run013 n_frames=50
/cdc1200/nacl/8800_160/0.0V/run014 n_frames=100
/cdc1200/nacl/8800_160/0.0V/run015 n_frames=100
/cdc1200/nacl/8800_160/0.0V/run016 n_frames=100
/cdc1200/nacl/8800_160/0.0V/run017 n_frames=100
/cdc1200/nacl/8800_160/0.0V/run018 n_frames=100
/cdc1200/nacl/8800_160/0.0V/run019 n_frames=100
/cdc1200/nacl/8800_160/0.0V/run020 n_frames=100
/cdc1200/nacl/8800_160/0.0V/run021 n_frames=100
/cdc1200/nacl/8800_160/0.0V/run022 n_frames=100
/cdc1200/nacl/8800_160/0.0V/run023 n_frames=100
/cdc1200/nacl/8800_160/0.0V/run024 n_frames=100
/cdc1200/nacl/8800_160/0.0V/run025 n_frames=100
/cdc1200/nacl/8800_160/0.0V/run026 n_frames=100
/cdc1200/nacl/8800_160/0.0V/run027 n_frames=100
/cdc1200/nacl/8800_160/0.0V/run028 n_frames=100
/cdc1200/nacl/8800_160/0.0V/run029 n_frames=100
/cdc1200/nacl/8800_160/0.0V/run030 n_frames=100
/cdc1200/nacl/8800_160/0.0V/run031 n_frames=100
/cdc1200/nacl/8800_160/0.0V/run032 n_frames=89
/cdc1200/nacl/8800_160/0.0V/run033 n_frames=100
/cdc1200/nacl/8800_160/0.0V/run034 n_frames=86
/cdc1200/nacl/8800_160/0.0V/run035 n_frames=100
/cdc1200/nacl/8800_160/0.0V/run036 n_frames=100
/cdc1200/nacl/8800_160/0.0V/run037 n_frames=100
/cdc1200/nacl/8800_160/0.0V/run038 n_frames=100
/cdc1200/nacl/8800_160/0.0V/run039 n_frames=55
/cdc1200/nacl/8800_160/0.0V/run040 n_frames=26
/cdc1200/nacl/8800_160/0.0V/run041 n_frames=100
/cdc1200/nacl/8800_160/0.0V/run042 n_frames=45
/cdc1200/nacl/8800_160/0.0V/run043 n_frames=100
/cdc1200/nacl/8800_160/0.0V/run044 n_frames=100
/cdc1200/nacl/8800_160/0.0V/run045 n_frames=100
/cdc1200/nacl/8800_160/0.0V/run046 n_frames=99
/cdc1200/nacl/8800_160/0.0V/run047 n_frames=100
